EEG Fp1_delta,EEG Fp1_theta,EEG Fp1_alpha,EEG Fp1_beta,EEG Fp1_gamma,EEG Fp2_delta,EEG Fp2_theta,EEG Fp2_alpha,EEG Fp2_beta,EEG Fp2_gamma,EEG F3_delta,EEG F3_theta,EEG F3_alpha,EEG F3_beta,EEG F3_gamma,EEG F4_delta,EEG F4_theta,EEG F4_alpha,EEG F4_beta,EEG F4_gamma,EEG F7_delta,EEG F7_theta,EEG F7_alpha,EEG F7_beta,EEG F7_gamma,EEG F8_delta,EEG F8_theta,EEG F8_alpha,EEG F8_beta,EEG F8_gamma,EEG T3_delta,EEG T3_theta,EEG T3_alpha,EEG T3_beta,EEG T3_gamma,EEG T4_delta,EEG T4_theta,EEG T4_alpha,EEG T4_beta,EEG T4_gamma,EEG C3_delta,EEG C3_theta,EEG C3_alpha,EEG C3_beta,EEG C3_gamma,EEG C4_delta,EEG C4_theta,EEG C4_alpha,EEG C4_beta,EEG C4_gamma,EEG T5_delta,EEG T5_theta,EEG T5_alpha,EEG T5_beta,EEG T5_gamma,EEG T6_delta,EEG T6_theta,EEG T6_alpha,EEG T6_beta,EEG T6_gamma,EEG P3_delta,EEG P3_theta,EEG P3_alpha,EEG P3_beta,EEG P3_gamma,EEG P4_delta,EEG P4_theta,EEG P4_alpha,EEG P4_beta,EEG P4_gamma,EEG O1_delta,EEG O1_theta,EEG O1_alpha,EEG O1_beta,EEG O1_gamma,EEG O2_delta,EEG O2_theta,EEG O2_alpha,EEG O2_beta,EEG O2_gamma,EEG Fz_delta,EEG Fz_theta,EEG Fz_alpha,EEG Fz_beta,EEG Fz_gamma,EEG Cz_delta,EEG Cz_theta,EEG Cz_alpha,EEG Cz_beta,EEG Cz_gamma,EEG Pz_delta,EEG Pz_theta,EEG Pz_alpha,EEG Pz_beta,EEG Pz_gamma,label,Subject
8.557028961727653e-12,5.598032342340539e-12,2.766845242395129e-12,2.533029113106305e-11,4.82768431348364e-12,2.749716563375154e-11,6.989968319020918e-12,5.058406801506322e-12,3.880194519934093e-11,6.293847126517896e-12,1.611824956891998e-11,1.066620399748775e-11,5.863666350590978e-12,5.242110592649699e-11,7.969880520443061e-12,1.353747456283013e-11,6.562104436676431e-12,6.533065813769083e-12,6.019046988984983e-11,8.359558270160961e-12,9.716999370633904e-12,4.040489116922732e-12,1.875524970965957e-12,1.964221391392101e-11,6.227680137533924e-12,2.967431906198863e-11,5.793431104608607e-12,1.091865824999694e-11,4.154662063691161e-11,7.513124212049605e-12,1.663669950425744e-11,9.217421766800789e-12,5.058359270993435e-12,4.237979044689538e-11,6.948716504341582e-12,3.545247805862561e-11,1.959144065680671e-11,2.257217198764944e-11,1.019736855990899e-10,1.745050959393008e-11,1.687523388979114e-11,1.184207090734499e-11,6.711347657938334e-12,7.84249476213114e-11,1.05894353124332e-11,2.226860229430025e-11,1.527105123021439e-11,1.638226716671534e-11,1.060119207662549e-10,1.470506152801023e-11,6.483248121744686e-12,7.255454642320351e-12,5.821554548721109e-12,3.956379137178126e-11,6.049389873854112e-12,2.425951735742377e-11,8.036239647858106e-12,5.137939949369096e-12,8.981529390777185e-11,1.213722361078595e-11,2.819537253767758e-11,2.190298219389547e-11,1.188140816662574e-11,1.524078243772435e-10,1.609374551362039e-11,3.574820043573698e-11,1.54345736521405e-11,1.281052609568688e-11,1.65504763186342e-10,1.267626510700262e-11,2.100132183942267e-11,1.158299114484773e-11,1.185802235763395e-11,2.387654917458291e-10,1.219120702058563e-11,4.703201203378432e-11,1.294743445824147e-11,1.102148848595055e-11,2.040853245833964e-10,1.113321168902593e-11,2.779447322573435e-11,1.097296275529922e-11,1.666587123379685e-11,9.043756977262181e-11,1.502526750569366e-11,7.839891452584443e-11,1.874522296109276e-11,1.057916874764489e-11,9.555295116483867e-11,1.125636798970391e-11,3.313382434631332e-11,8.59629638412111e-12,9.176412344944294e-12,1.844868153283331e-10,1.328802033503025e-11,1,Subject12
3.696015543217031e-11,6.664184687275617e-12,3.362163624551306e-12,1.377037876716628e-11,5.342747205032127e-12,5.204510017700367e-11,1.131268182457408e-11,5.657133172092303e-12,1.807174662689782e-11,5.223055068300359e-12,4.327897977971323e-11,2.034315006230743e-11,5.426944854094071e-12,2.344138044164743e-11,5.864768642727053e-12,1.919701135627684e-11,1.432332357236759e-11,7.082008206768816e-12,2.870747558237705e-11,5.734602364420275e-12,1.372328207542497e-11,5.743666698013005e-12,3.059838520426237e-12,1.067785014594356e-11,6.708517011416535e-12,1.51051529636507e-11,9.792439840170982e-12,8.355970111220819e-12,2.18167468506349e-11,6.179249392589938e-12,1.572709308966033e-11,6.336757531110534e-12,4.411705856782552e-12,2.361845083825591e-11,5.389892342744021e-12,2.780145980850815e-11,1.902246537075505e-11,1.941911512405521e-11,7.706424415652125e-11,1.461832814229925e-11,1.744395561155529e-11,1.323301783143302e-11,6.061556484112085e-12,4.280917588078062e-11,8.353898942483432e-12,3.0377967050147e-11,1.664616002480146e-11,8.180549861249188e-12,6.519466952706621e-11,1.157545885619985e-11,1.46223801822721e-11,5.741441980739346e-12,2.504227219506566e-12,3.050340395897715e-11,5.448830179707266e-12,1.526549389811967e-11,7.631105914860905e-12,4.866484740757929e-12,5.43376721281783e-11,8.438798883343927e-12,4.479413519274226e-11,2.399076417026635e-11,8.593823357260896e-12,1.151899014528779e-10,1.273498909854537e-11,2.348554613276343e-11,1.710421356634268e-11,8.350553055476792e-12,1.209661392786779e-10,1.057923597746404e-11,3.066691211935895e-11,8.886053894137284e-12,8.475456475469405e-12,2.591823812347416e-10,9.643165152795258e-12,5.537076365058122e-11,1.251618159112243e-11,9.035389906894311e-12,1.77974365186901e-10,1.004670437517564e-11,2.888374479102573e-11,1.868714921596795e-11,1.413727593095973e-11,4.682369953821189e-11,1.117491438119448e-11,4.057256992033241e-11,2.335679919137232e-11,9.418294074392216e-12,5.510538504883929e-11,7.738171212182522e-12,5.728861643824266e-11,8.646063615238247e-12,6.905407447214862e-12,1.40627851490205e-10,1.096702765432469e-11,1,Subject12
3.016621302484307e-11,4.651693137510311e-12,4.780319285834309e-12,1.146792259142318e-11,5.073227397948441e-12,4.166794214202384e-11,7.303194236712976e-12,6.745802003571377e-12,1.669933570276151e-11,3.52724433954307e-12,4.801218050444937e-11,1.218903500557062e-11,1.161869482029714e-11,2.094042541185111e-11,3.310098833410298e-12,1.222655109720425e-11,8.592899539428824e-12,1.389470047616269e-11,2.478564218082464e-11,3.784532041968666e-12,8.019375745293312e-12,4.344289417195233e-12,3.680966067504968e-12,7.177709769422629e-12,6.184624676278487e-12,5.206882378862304e-11,7.449560476130843e-12,7.668299422694884e-12,1.632981867451975e-11,4.661102268968914e-12,1.456700012168226e-11,5.112703062122864e-12,8.285387259927233e-12,2.371928979763519e-11,3.554240267018794e-12,2.451560756753589e-11,1.65714572312326e-11,3.241894275502505e-11,1.027482996118178e-10,9.67940134217016e-12,1.602142823785822e-11,9.423726509713793e-12,1.597780474686183e-11,3.799140361161641e-11,4.863412531201443e-12,2.727971657032986e-11,1.201981055476519e-11,1.905607015857516e-11,7.264422870843288e-11,6.298867245618846e-12,1.235947505843127e-11,4.325763086031112e-12,1.958870064408587e-12,3.230574205694437e-11,3.987461939022757e-12,1.002906643740292e-11,6.870738105978143e-12,1.021462351851754e-11,1.169746478273706e-10,9.327594057057245e-12,2.895241815925725e-11,1.873920091385838e-11,1.402474041668712e-11,1.88584350912871e-10,6.217146453666493e-12,2.170541458587872e-11,9.283124286894417e-12,1.555426026246498e-11,2.215344122788573e-10,9.65143515351444e-12,2.660890645898636e-11,1.321179936849335e-11,7.271251545321485e-12,4.908405433891656e-10,6.081526986443184e-12,1.808931991568536e-11,1.756457662345742e-11,1.440919161927408e-11,4.973525977308223e-10,1.269368683691854e-11,1.564161985919862e-11,1.53827257413677e-11,1.900833732238662e-11,5.881742500009307e-11,8.158364340403359e-12,2.673457943370753e-11,1.566471176016711e-11,1.936644614879463e-11,4.639840714945722e-11,6.413533957198711e-12,3.01048182337437e-11,1.014192263542188e-11,1.239244230247239e-11,2.251378194048254e-10,7.121480274168495e-12,1,Subject12
2.229532427937572e-11,2.287026342315478e-11,7.257214337538707e-12,1.309837700632652e-11,5.986418884231226e-12,3.184409182290338e-11,1.898860352708062e-11,1.139455789500147e-11,1.416567385100511e-11,4.265573381900608e-12,2.69436962320376e-11,2.41804643472524e-11,1.745868731092863e-11,2.185396212861445e-11,3.20305652983623e-12,1.972772289661187e-11,2.649688410604192e-11,2.240626649208894e-11,1.645483039957325e-11,4.200782189820963e-12,1.115599597555087e-11,1.174283336791461e-11,4.704118353388813e-12,1.107472784295375e-11,5.048246874679889e-12,6.414256858687316e-11,2.204572147317301e-11,1.260897065378388e-11,1.326109375045869e-11,4.296175400136804e-12,8.49019427015175e-12,1.291090429905662e-11,1.483102676850863e-11,2.574032618188598e-11,4.655722084684183e-12,2.158448608580128e-11,3.457188904164324e-11,2.939338193736511e-11,7.796201060281628e-11,7.332563870820355e-12,1.434889254756378e-11,2.700284467604606e-11,2.806313400960422e-11,3.368210819100997e-11,5.510842317210066e-12,1.253171613009308e-11,3.801555232218425e-11,3.673999090127675e-11,5.217591720558547e-11,7.593133658158094e-12,6.13685907190148e-12,1.084389679424717e-11,6.291885087976009e-12,3.019942470642768e-11,2.842403609619532e-12,9.041209873398947e-12,2.23229744222986e-11,1.270519946298446e-11,6.623499342329198e-11,6.780773233871388e-12,2.330627189036056e-11,3.891170842423495e-11,2.03698785370955e-11,1.52553891294587e-10,6.567622456117079e-12,9.929035284964657e-12,3.534323236192936e-11,2.241813230947294e-11,1.190293056795159e-10,8.05383400485825e-12,1.289127613586321e-11,2.979639266242438e-11,8.16519390620161e-12,2.56166500413922e-10,6.599515432233892e-12,2.625009720527313e-11,3.871279920305341e-11,1.827295050220613e-11,2.740484145898912e-10,8.517475418200524e-12,2.773986537451131e-11,3.423352635291311e-11,2.54457798967043e-11,5.996716766912056e-11,7.456726634382883e-12,2.361284052686216e-11,4.251274449640426e-11,3.058656744147344e-11,3.539143274406473e-11,6.642474411608869e-12,1.044227706657103e-11,3.166974389542905e-11,2.123174260547148e-11,1.370705500737347e-10,6.486876568581728e-12,1,Subject12
2.324489941716401e-11,1.404396222531857e-11,4.691454949748956e-12,1.64411361780109e-11,5.352892941001761e-12,1.702387056699465e-11,9.187821950397387e-12,4.850409631206265e-12,2.345030280652232e-11,4.075518004049886e-12,3.09600298583992e-11,7.786430996787522e-12,9.35812507727416e-12,2.777746322539438e-11,3.82731470222193e-12,1.681208112953797e-11,8.361122163303453e-12,1.27055695437327e-11,4.059610240091854e-11,4.936492863030091e-12,1.041778113533212e-11,8.169300990661261e-12,1.942164067703741e-12,1.284996019807416e-11,4.324631071898303e-12,2.452707894396032e-11,1.319697818179866e-11,6.097393455209677e-12,2.481750135799662e-11,5.281079218718315e-12,7.625119365074692e-12,4.085987266387173e-12,5.788122187243431e-12,2.318810110909965e-11,4.05344117575253e-12,2.114833074122532e-11,1.373329085995324e-11,1.830396647035853e-11,8.640215304448687e-11,5.942282948652396e-12,1.485893489933362e-11,1.000098068667832e-11,1.389699286883926e-11,3.997540697955184e-11,5.45257370192709e-12,1.534760256751643e-11,1.024117257388758e-11,1.404786022698526e-11,7.17350819918046e-11,7.495366336801363e-12,7.634249071052377e-12,4.291567962311801e-12,4.951356309003539e-12,2.725083615339105e-11,2.939817489725527e-12,6.563298280038242e-12,9.250522974047457e-12,7.034917107255767e-12,4.518099493686172e-11,5.900500624866866e-12,1.374281862147798e-11,1.452073635301256e-11,9.784904061878824e-12,1.216413675848963e-10,9.705851553401828e-12,1.60465563980371e-11,1.507012576716521e-11,1.057367921124216e-11,9.32839609397486e-11,7.712005859751903e-12,1.054498021454471e-11,1.245028920841466e-11,4.349519793979245e-12,1.91017278008913e-10,6.914210633247989e-12,2.769409751017313e-11,1.887357040840238e-11,9.716076771910077e-12,1.729604707268173e-10,7.539873093847846e-12,4.882621359313932e-11,1.279689210659905e-11,1.788378869854511e-11,9.027547702580862e-11,9.01015831450428e-12,2.769618947278763e-11,1.514334907570155e-11,1.89789245816255e-11,5.326040612441644e-11,6.543290673462052e-12,8.984133086519983e-12,1.160920228718459e-11,9.463371637161782e-12,1.099831774140438e-10,8.393353349863483e-12,1,Subject12
3.271620668623848e-11,1.097850865034098e-11,4.711820970903966e-12,1.98287617001004e-11,6.029453611708358e-12,1.181736104110597e-11,8.590330440599236e-12,6.489590746570161e-12,2.10945496918493e-11,5.248163957968684e-12,1.412245824298048e-11,1.132667556131291e-11,1.026847306313886e-11,3.632169357894565e-11,5.121280605681156e-12,1.279688315620786e-11,8.116456540956518e-12,1.374688567439116e-11,4.560605362466463e-11,5.605808413289286e-12,7.533063100861185e-12,6.585995299300732e-12,2.700155795485423e-12,1.740072859673143e-11,4.937865066970927e-12,3.98475483640459e-11,1.069990224639944e-11,7.01509679238883e-12,2.362436830679349e-11,5.833435982717692e-12,2.688975874288029e-12,5.973168746404119e-12,4.280407424000173e-12,2.551375925181455e-11,2.964116856289365e-12,1.333187356358059e-10,2.801517362333537e-11,1.381394437790643e-11,1.170093610350565e-10,6.499350827930258e-12,7.730286251716556e-12,1.292101673846617e-11,1.071514047286555e-11,4.151282197970825e-11,3.441300129567796e-12,1.661356324803998e-11,1.223314519913854e-11,1.169238265430239e-11,7.984794109529888e-11,6.767238632562276e-12,6.380296379045381e-12,5.143042367210063e-12,2.547546643670261e-12,1.881375665534072e-11,2.364265421227404e-12,8.717165515031872e-12,8.171424945064363e-12,5.434205098189753e-12,6.160089856762742e-11,5.957495360778936e-12,9.14777936149974e-12,1.291728601852795e-11,8.745855259011264e-12,8.808120140757914e-11,7.699698616094273e-12,4.513444905500643e-11,1.541723747774175e-11,8.219450324014659e-12,9.963302893717002e-11,5.391791173977784e-12,1.957415193001692e-11,1.349384679489089e-11,3.913573184136138e-12,1.805110845016254e-10,3.958136684302618e-12,2.362867167236106e-11,2.162138436805845e-11,7.28393501625545e-12,1.897229656002294e-10,5.478343040387947e-12,3.163482712030429e-11,1.972587123647437e-11,1.335282156272332e-11,9.006218462018976e-11,9.666269245210769e-12,1.412029726049781e-11,1.416265413931265e-11,1.471547137029373e-11,4.816125349282303e-11,4.315231184671667e-12,9.089637533760858e-12,1.758117061569528e-11,7.110157214801095e-12,9.252753268289285e-11,4.061030038405646e-12,1,Subject12
2.497862470262844e-11,6.154085322733779e-12,4.871072031041543e-12,1.12426117709876e-11,5.702866498710061e-12,6.826818284461512e-12,4.936466900993987e-12,6.835611539501631e-12,1.187608762677526e-11,3.959581764190877e-12,1.865157515317919e-11,6.844860641157167e-12,1.01672098854987e-11,1.999013415874083e-11,5.325174104384226e-12,1.56364740983973e-11,7.453274577971057e-12,1.208094142972381e-11,2.364536820937823e-11,4.672952902000961e-12,1.097902146993513e-11,2.375423761768751e-12,2.807914057255231e-12,8.252840322343638e-12,3.907590706763753e-12,6.624276093427677e-11,1.193053717549866e-11,8.256304668062676e-12,1.598869650700693e-11,4.093036400250626e-12,7.539348243476874e-12,4.677471650412925e-12,4.09258227954079e-12,1.60594779667232e-11,3.037134100381229e-12,6.493103642947741e-11,1.620615808670016e-11,2.18246611757764e-11,7.615956004546222e-11,6.728586983054004e-12,1.68140562208172e-11,6.770831958084222e-12,7.609325404721574e-12,2.0645952890401e-11,3.819919843213766e-12,4.90607054359382e-11,7.921744669219675e-12,1.476242325006199e-11,4.179748934004676e-11,8.914590454041611e-12,3.701419646446882e-11,3.942265896104283e-12,5.243722949919864e-12,1.480685823577078e-11,2.848745405539417e-12,2.658363833370036e-11,4.197864708710448e-12,3.432938979854114e-12,2.599877725443258e-11,3.1358544674407e-12,5.021052757345374e-11,1.236927039912014e-11,1.278525151733644e-11,4.408503919689611e-11,5.164031546482004e-12,6.422568044544579e-11,1.259966126020211e-11,8.52976439307684e-12,5.14093736940534e-11,4.020505717575487e-12,3.531372383196326e-11,4.417123168457784e-12,3.503635186961888e-12,9.982695659146352e-11,3.252071960271429e-12,2.374581993149362e-11,7.70769249685592e-12,5.273969929982104e-12,1.162351256031943e-10,4.867281474246982e-12,8.18072547640093e-11,1.749659527742448e-11,2.130625332788257e-11,5.654729419059293e-11,9.672315849875751e-12,4.303779368527647e-11,8.105942676653307e-12,1.132379845092241e-11,2.260194343214314e-11,4.26088772681843e-12,4.432154944087863e-11,7.756068358470495e-12,5.586356113839566e-12,5.228455885647108e-11,2.820085413169842e-12,1,Subject12
1.927516256332892e-11,9.744430840800608e-12,3.21330091551023e-12,2.25585395384453e-11,7.36420313859631e-12,5.228631540549001e-12,5.163126657795341e-12,3.666763373908317e-12,1.619188098480504e-11,4.298769503567577e-12,1.15187559414344e-11,7.38140622961225e-12,5.154762508796194e-12,3.608099430068456e-11,6.312466359272506e-12,2.020398894931534e-11,6.568079070367963e-12,9.384885984215318e-12,2.933614155932158e-11,4.322547890557239e-12,1.005166399245228e-11,3.582482801272202e-12,2.221277233774727e-12,1.762855651793763e-11,5.451351866957204e-12,8.949742974020741e-11,4.924607840257368e-12,6.210793029069501e-12,1.922673852436839e-11,4.461633782472923e-12,9.12614942732731e-12,5.633827034116812e-12,2.312038950506628e-12,4.527043977176987e-11,5.251402303510117e-12,2.611262889055774e-11,1.104296146546438e-11,1.710786163979968e-11,6.841674746145799e-11,6.853378954478553e-12,1.814827840808189e-11,7.878086349732798e-12,6.73491036378435e-12,6.389115146774613e-11,6.48811895519543e-12,4.383343142709434e-11,9.79197619249328e-12,1.421358789701516e-11,6.427408812296029e-11,9.610411754060214e-12,5.188038383761386e-11,7.464036076435354e-12,4.564014513238905e-12,3.431224727735637e-11,4.956889921055648e-12,2.547730410694287e-11,5.01985937319884e-12,5.902215544835451e-12,7.125981979046172e-11,3.702164884947376e-12,5.720234778408928e-11,1.088369068470004e-11,9.252903847422736e-12,1.080885823738379e-10,9.827759347323554e-12,3.369516561446693e-11,1.24687136058242e-11,1.018678938886139e-11,1.302381271104938e-10,7.152105892416704e-12,4.761980622871758e-11,5.704013171980327e-12,5.03770604148258e-12,1.945700797001342e-10,7.2684935388817e-12,4.527863924468178e-11,7.476394630755453e-12,9.222759068634505e-12,1.82412176904729e-10,7.791662096158847e-12,8.478430303651332e-11,1.389361873412444e-11,2.073856177354629e-11,6.177899021383223e-11,1.027584335008942e-11,4.542056694203498e-11,1.170407825170159e-11,1.221730668396155e-11,6.633328245251409e-11,6.111896353504972e-12,5.052031678237494e-11,9.026726042302834e-12,9.409655367199202e-12,1.319505361222232e-10,5.340087929995557e-12,1,Subject12
1.339318286521192e-11,1.022131170161555e-11,4.8652283789323e-12,2.974789990355695e-11,6.696437974276932e-12,1.680907325972678e-11,4.193273972280856e-12,3.845879237098142e-12,2.686148933106051e-11,5.987457067867629e-12,1.216648276229082e-11,6.894558161094794e-12,7.789449634408134e-12,4.465065194916894e-11,7.57960477838479e-12,1.028537513595328e-11,6.932241827327209e-12,8.525321244871216e-12,4.603423607713028e-11,6.351652470348473e-12,4.067859031729854e-12,5.202634964182354e-12,2.615486155638958e-12,2.299431760065055e-11,6.066169779151568e-12,4.804805087203846e-11,7.614822039510269e-12,5.992747283124521e-12,2.837593743529701e-11,6.104207935601656e-12,1.225095594982974e-11,6.01674756106501e-12,4.613432849045939e-12,5.005579295038666e-11,6.468023042378784e-12,2.938971258020478e-11,1.740757181727721e-11,1.724664747987611e-11,8.089131833869858e-11,1.106122795044667e-11,1.118468036464391e-11,8.362139045173121e-12,9.191478496144505e-12,8.02885373897002e-11,8.547702867325077e-12,1.643859008361201e-11,9.452909700754282e-12,2.690338329828633e-11,1.08142596890369e-10,1.118385893224058e-11,3.682183303232073e-12,6.146119041236494e-12,2.843887510704844e-12,4.354149350347375e-11,6.503851298564083e-12,1.775138991733093e-11,6.29529701094381e-12,8.242411819528809e-12,9.036058618253767e-11,6.149144409436505e-12,2.353400117601035e-11,1.378875454909784e-11,1.413524364570844e-11,1.862144984091361e-10,9.961980193895051e-12,4.278684432790674e-11,1.018287287990606e-11,1.460604079584331e-11,2.136303244000232e-10,1.120201534243971e-11,3.485692408063009e-11,1.225900342740878e-11,6.682342255379695e-12,4.329247046557106e-10,1.339219009744911e-11,4.450423144373193e-11,1.600326808434253e-11,1.02526788008046e-11,4.219543281088035e-10,1.30204351034094e-11,1.874398335727472e-11,1.500185244972524e-11,1.072328849826423e-11,7.756651757570276e-11,1.183170038476569e-11,2.219491143168027e-11,1.356682628312326e-11,1.46509139079637e-11,9.255173330000431e-11,8.21995702939442e-12,1.949756075798296e-11,9.882041185056153e-12,1.714179760788714e-11,2.332811445834053e-10,1.117230995939605e-11,1,Subject12
2.259396202182728e-11,5.461687137434086e-12,3.995151520913422e-12,6.115793920031272e-12,2.661286775369012e-12,2.428798412153079e-11,5.329023653874089e-12,4.798099729830054e-12,9.864850027162182e-12,2.706695274472446e-12,8.490453297735775e-12,2.978232136512544e-12,5.449468922199351e-12,8.666560436786579e-12,2.349845708830459e-12,2.927123304912423e-11,4.119847275537176e-12,7.444673962229879e-12,1.043337812108959e-11,2.992023762550375e-12,1.891948603714765e-11,8.025980293454227e-12,4.741943419246823e-12,5.074565433768997e-12,1.067497898846039e-12,3.633506984981407e-11,1.317308680440624e-11,6.328257555107172e-12,7.660326627075202e-12,2.216994666437032e-12,2.857940452153234e-11,6.009768209147394e-12,2.441130296889266e-12,5.099928769207748e-12,1.717592522839344e-12,9.536296077307305e-11,1.098310185815131e-11,7.222677078329205e-12,8.963701098840407e-12,2.698747729846454e-12,8.808913275181637e-12,6.235282448080072e-12,4.498390216884623e-12,7.62123052950001e-12,1.80258941771632e-12,2.069459999059253e-11,1.1695068694817e-11,4.680255954264283e-12,9.384654355385557e-12,2.62803871217654e-12,4.690963232073695e-12,1.727043574414568e-12,1.602200231359937e-12,3.016736772177436e-12,9.082628215881279e-13,1.376177158544105e-11,4.175051372311249e-12,3.73952642068068e-12,5.337988705867625e-12,1.774611182560627e-12,9.364877335898816e-12,4.447350797147283e-12,2.911691529332323e-12,5.528320614379168e-12,1.810447862528096e-12,1.093320418976213e-11,6.006260539186903e-12,3.569254258423678e-12,6.018414256350134e-12,1.54596191844138e-12,4.362779859701874e-12,2.022483946339521e-12,2.615751838641781e-12,3.282757649115236e-12,9.437787722911272e-13,1.356737665486234e-11,4.995973771558855e-12,2.595704345732733e-12,3.669435839860717e-12,8.048403400327778e-13,1.66641694040992e-11,8.838651790732405e-12,9.870467806165067e-12,1.32046539135361e-11,3.142605317492797e-12,1.707787305550494e-11,1.174139596941118e-11,5.177248490706352e-12,8.665082307647421e-12,2.352770731691137e-12,1.40723337272754e-11,3.660828155283991e-12,3.315341585985808e-12,5.452906788947236e-12,1.643833392089076e-12,0,Subject13
6.654116864130413e-11,6.263782227663154e-12,6.365839098604287e-12,9.782013382168517e-12,3.935564296763026e-12,2.069155960560571e-11,5.975471910693796e-12,3.001924050313069e-12,1.384032150499892e-11,2.883185158142081e-12,1.438998176621405e-11,3.221304090010212e-12,3.540304183117416e-12,1.418612281580404e-11,3.624136486049921e-12,3.117733839188461e-11,7.346592328240198e-12,4.03680469213444e-12,1.297606638418006e-11,3.305057029600552e-12,5.827355501998501e-11,7.157296230957453e-12,6.796271887380467e-12,9.202500232709662e-12,1.787382375578343e-12,7.298957051486621e-11,8.845078728260984e-12,9.43115582797392e-12,6.672001434467067e-12,2.397716093184882e-12,3.762106722313989e-11,4.336322631901903e-12,3.970535748714566e-12,6.3898958756078e-12,2.591009755866514e-12,3.655224492241517e-11,7.120030507536487e-12,4.56593364166501e-12,1.092037638496807e-11,3.482042661266568e-12,1.900580528927271e-11,6.414503713136298e-12,4.893864646741071e-12,6.97334494267018e-12,3.685087306478093e-12,2.820972186563255e-11,1.234453583308838e-11,6.864344563744362e-12,8.29952232752795e-12,3.771430486278999e-12,3.320338074192542e-12,2.581826942141153e-12,3.169665701012981e-12,4.350124118846688e-12,1.613584128048993e-12,1.367659905574427e-11,4.657666499871601e-12,5.49772965086762e-12,6.007318208714493e-12,1.880231021734489e-12,7.820014814993665e-12,4.974332503156397e-12,2.874359230220443e-12,5.712831769345776e-12,2.376212620855829e-12,1.378193651736032e-11,5.239289463196312e-12,4.695428345975375e-12,6.285410525827037e-12,2.47575095512549e-12,3.271008061643082e-12,1.819173691106999e-12,3.693403976311859e-12,3.728092269751443e-12,1.043483880848248e-12,1.146325891563176e-11,5.669141559463996e-12,4.38265232874872e-12,4.268962133732212e-12,1.180746092370058e-12,1.838619465266639e-11,8.775182682144478e-12,5.613957898224297e-12,1.412048514147251e-11,4.937001021464248e-12,2.045820049430154e-11,9.298160787634197e-12,4.627060334719152e-12,7.081942556570667e-12,3.973182707446743e-12,9.138508028889325e-12,4.042731261673299e-12,4.641356740489728e-12,5.206263622982752e-12,2.482679438121318e-12,0,Subject13
3.593822281250978e-11,5.322170799987018e-12,3.998000076786245e-12,1.065391458985351e-11,3.850272934935366e-12,1.589507793344083e-11,3.881819996580798e-12,2.823021348012054e-12,1.245493862982108e-11,2.921692030436692e-12,6.069286583962906e-12,3.641103044319931e-12,3.19747205464397e-12,1.180076737828564e-11,3.434789715016688e-12,2.432351280214601e-11,5.841549970079611e-12,4.296157139865991e-12,1.431044135593074e-11,3.200396170306745e-12,1.323803393593919e-11,5.057853724727156e-12,4.753657199653335e-12,8.784469723354746e-12,1.946791375366213e-12,7.821290343382173e-11,7.526223284246017e-12,9.133994937041895e-12,7.93351253020221e-12,2.519964769085214e-12,2.099754482800729e-11,5.039936879964584e-12,3.201514938599488e-12,7.238678997841762e-12,2.72334915128942e-12,5.217108907291178e-11,1.146297313292336e-11,7.454693246541893e-12,1.435758517355319e-11,2.869681881102583e-12,1.018922894731969e-11,6.975693717690162e-12,2.691474381414476e-12,1.009632373756021e-11,3.187804096866147e-12,1.24872811408663e-11,5.846690615776016e-12,4.213680649294645e-12,1.338287107975661e-11,3.128470401099668e-12,3.75972425698292e-12,4.245369571769152e-12,2.109815584328935e-12,3.992155872341605e-12,1.167295044449071e-12,1.093375369678651e-11,3.117478298037518e-12,3.303464719900754e-12,5.877833251577703e-12,1.480737326483705e-12,1.782834572831014e-11,6.571155674172254e-12,2.840623176521605e-12,8.590398977166232e-12,2.37721933413029e-12,1.768599374308182e-11,5.070333322022319e-12,3.037353588549565e-12,8.930608508128882e-12,1.991716190736354e-12,5.740382328665102e-12,3.38598718972873e-12,2.447498633787406e-12,6.598931135318423e-12,1.346721298855999e-12,1.276367435548588e-11,4.676376959419633e-12,3.879456213628867e-12,6.042974785068899e-12,1.231615339319692e-12,8.762136209647682e-12,6.615999654593764e-12,4.784981530955272e-12,1.631602069084938e-11,4.855585508469256e-12,1.477898037968559e-11,6.666729757172534e-12,2.845573669645704e-12,1.303535273221955e-11,2.959947987044323e-12,1.567491684380476e-11,6.365187255683959e-12,2.858547461348577e-12,8.008959559432674e-12,2.356269952520107e-12,0,Subject13
